id,title,room,day,start_time,no,elevator_pitch,prerequisite_knowledge,audience_takeaway,audience_python_level,track,lang_of_talk,lang_of_slide,description,name,profile
273795,Pythonで始めるドキュメント・インテリジェンス入門,#pyconjp_3,10/15,16:00,5,ビジネス文書をデータ化し構造や内容を理解するアプリケーションはドキュメント・インテリジェンスと呼ばれ、画像処理や自然言語処理といった複数の要素技術を組み合わせて開発する必要があります。何が必要でどう実現すれば良いのかといった第一歩を、Pythonでの具体的な構築事例とともに紹介します。,"- 基礎的なPythonの知識
- 画像処理や自然言語処理についての深い知識は求めません","- ドキュメント・インテリジェンスの概要
- アプリケーションを構築する上で必要とされる技術と、それを実現する上での具体的なPythonのパッケージとの対応関係の理解
- 参加者自身の課題に適用するときに必要となる基礎知識、難易度を判断するための具体事例",Intermediate,Machine learning,Japanese,Japanese only,"近年の機械学習技術の飛躍的発展により、計算機が画像や文書をより深いレベルで解析できるようになりました。これにより可能となったのが「ドキュメント・インテリジェンス」で、近年では機械学習の研究対象としても企業における実応用としても盛り上がりを見せている分野です。

ドキュメント・インテリジェンスとは、人間が記述したビジネス文書を機械的に解析する技術の総称です。契約書や発注書、領収書、事業レポートなどのビジネスで利用される書類は、テーブル構造や箇条書きといった人間が読みやすくするための工夫が凝らされ、言葉のみならず図表や記号を活用した多様なフォーマットで記述されます。書類という空間上で自由に表現される文字情報は、ただ画像から文字起こしをするだけでは意味がなく、散らばった文字を有機的につなぎ合わせて言葉を構成し、レイアウトや配置から対応関係を汲み取り、そして解釈する必要があります。このためには画像処理や自然言語処理といった機械学習技術を組み合わせ、一つのアプリケーションして構築することで実現します。

ドキュメント・インテリジェンスのアプリケーションを作る上では、Pythonがもっとも適したプログラミング言語と言えるでしょう。機械学習の文脈で広く用いられるPythonですが、それ以外にも画像処理や文字列処理、ウェブアプリケーション上でのインタラクティブな可視化など、Pythonで利用できる豊富なパッケージにより開発を強力にサポートすることができます。

そこで本発表では、ドキュメント・インテリジェンスの分野を俯瞰しつつ、どのドメイン領域においても共通して必要となる画像処理や自然言語処理の技術を対象に、Pythonで実現するための方法をご紹介します。

- 導入（2 min）
	- 自己紹介
- ドキュメント・インテリジェンスとは（10 min）
	- ビジネス文書の性質
	- ドキュメント・インテリジェンスの具体事例
	- 現時点で何ができて何ができないか、人間の認知能力との比較
	- アプリケーションを構成する各要素技術の紹介
- Pythonを使った構築事例の紹介 (15 min)
	- 物理的な紙からの画像への変換
	- 画像の読み込みとOCRによる文字起こし
	- テーブルやレイアウト判定、項目の対応関係推定
	- 文書からの情報抽出
	- 開発をサポートするインタラクティブなウェブアプリケーションの構築
- まとめ (3 min)
	- ドキュメント・インテリジェンスの今後の展望",yag_ays,"2020年7月よりUbie株式会社 機械学習エンジニア。医療ドメインの自然言語処理を中心に、機械学習エンジニアとしてプロダクト開発を行っている。趣味は愛犬のコーギーと遊ぶこと。

https://yag.xyz/"
267483,組み込み関数powの知られざる進化,#pyconjp_4,10/15,16:00,5,組み込み関数powとは数の冪乗を返す関数です。Python 3.8でpow関数に新たな機能が追加され、整数mを法とする剰余類における逆元が計算できるようになりました。本発表では通常の整数における冪乗との違い、背後で使われているアルゴリズム、活用例について紹介します。,"Pythonに関する予備知識は不要、組み込み関数powやべき乗(a **b）を知っていればOK。
数学に関する知識は「冪乗」や「剰余（あまり）」の概念を知っていればOK。","- powのような古くからある関数でもアップデートが行われるという知見
- 何気なく使う関数の背後にあるアルゴリズム（今回は拡張Euclidの互除法）の理解
- 数学的に興味深い問題（整数論）の紹介",Beginner,Python core and around,Japanese,Japanese only,"Pythonの組み込み関数powは遅くても[バージョン1.4](https://docs.python.org/release/1.4/lib/node26.html#SECTION00330000000000000000)から存在する関数で、数の冪乗を計算する関数です。
Python 3.8でpow関数に新たなる機能が追加されました。
それは整数mを法とした剰余類（合同算術）における逆元計算です。
本発表では計算の具体例や背後にある理論、アルゴリズムの紹介を行います。

- 組み込み関数powについて
    - 従来（3.7まで）の使い方
        - pow(2, 3) 2の3乗
        - pow(2, 100, 3)  2の100乗を3で割った余り
- 3.8の新機能：剰余類における逆元
    - pow(38, -1, 97) 38の97を法とした剰余類における逆元
    - (23 * 38) % 97 = 1
- 整数mを法とした剰余類とは
- 拡張Euclidの互除法
- 逆元が計算可能であるための必要十分条件
- 計算の効率性
- まとめ",Hayao Suzuki,"電気通信大学大学院 情報理工学研究科 総合情報学専攻 博士前期課程修了、修士（工学）。
"
267640,Visualize 3D scientific data in a Pythonic way like matplotlib,#pyconjp_5,10/15,16:00,5,"Do you want to visualize 3D scientific data in a Pythonic way like matplotlib?  If you want, this talk is for you.
As you know, matplotlib is a excellent library to plot 2D data in pythonic  but not for 3D scientific data. This is why PyVista is developed.
It is
- ""VTK for humans"": a high-level API to the Visualization Toolkit (VTK)
- 3D plotting made simple and built for large/complex data geometries
- mesh data structures and filtering methods for spatial datasets
You will know the way of  visualize 3D scientific data in a Pythonic way like matplotlib.
I will talk about
- Hello World! of PyVista
- Load and plot from a files
- Extracting and Contourin
- How to use camera object
- Plot data over circular arc
Enjoy pythonic plotting of 3D scientific data!",knowledges about matplotlib,"know-how of  visualize 3D scientific data in a Pythonic way like matplotlib.
- Hello World! of PyVista
- Load and plot from a files
- Extracting and Contourin
- How to use camera object
- Plot data over circular arc",Intermediate,Visual / Game / Music,English,English only,"Do you want to visualize 3D scientific data in a Pythonic way like matplotlib? If you want, this talk is for you.
This talk is the introduction of PyVista. It is
- ""VTK for humans"": a high-level API to the Visualization Toolkit (VTK)
- 3D plotting made simple and built for large/complex data geometries
- mesh data structures and filtering methods for spatial datasets",Tetsuo Koyama,"ARK Information Systems, INC. - Software Engineer (2012-)"
0246a636-eeda-4c35-b070-b7d16d907d2a,PyCon JP Association公開mtg,#pyconjp_1 (15th: onsite),10/15,17:00,6,,,,,,,,Association公開mtg,,
273538,コミュニティサービスにおけるレコメンデーションの変遷とAWS SageMakerを用いた機械学習パイプラインについて,#pyconjp_2,10/15,17:00,6,"私の所属するコネヒト株式会社が運営するQAサービス「ママリ」では月間投稿数が約130万件ほどありますが、そのほとんどがルールベースでユーザーに届けられていました.  
そこで2020年後半から本格的にレコメンデーション機能の実装に取り組み始め、約半年間で様々なアップデートを行い実験してきました. 
このトークでは、レコメンデーション機能を実装する際に得た知見や勘所を中心に、レコメンデーションアルゴリズムや機械学習基盤構築Tipsをご紹介します.  ","- pythonを用いたデータ分析経験
- 機械学習ワークフローの基本的な流れ（実務経験はなくとも、知識があれば大丈夫です）
- （ある良い※任意）レコメンデーションエンジンの開発経験
- （ある良い※任意）AWS SageMaker/StepFunctionsを使ったことのある経験","- Pythonを用いたレコメンデーションアルゴリズムの実装例
- 実サービスへ機械学習を導入する際の勘所
- AWS SageMakerとコンテナを用いたデータ分析（python）環境構築Tips
- SageMakerとStepFunctionsを用いた機械学習パイプライン構築Tips",Intermediate,Machine learning,Japanese,Japanese only,"# 概要
現代において我々が使用している様々なサービスは、パーソナライズやレコメンデーションといった機能が当たり前の時代になっています.  
それと同時に、良いレコメンデーションはサービスの競争力を高めるために非常に重要な役割を担っていると考えられます. 
私の所属するコネヒト株式会社が運営するQAサービス「ママリ」では、数年前のCM放映をきっかけにユーザー基盤が拡大し、ユーザーの多様性が高くなりました.  
それに伴い投稿される質問の数やその種類も増えた結果、ひとりひとりのユーザーが抱える悩みを解決できるようなQAを探すのが難しくなってきていました.このような課題感からレコメンデーション機能の導入に踏み切りました.  
またそれと同時に、日々蓄積される行動ログデータを用いて、安定かつ継続的にモデル学習（Continuous Training）を行う機械学習基盤も必要となってきました.  
本トークでは、QAサービス「ママリ」において、Pythonを用いたレコメンデーション機能を導入した変遷やそのアルゴリズムをご紹介しつつ、サービス実装時のポイントや、AWSを用いた機械学習パイプラインの構築方法についてご紹介します.  

# Outline
- 導入（5min）    
    - 自己紹介  
    - 一般的なレコメンデーションの説明  
- ママリにおけるレコメンデーションの変遷とそのアルゴリズム （10min）  
    - TensorFlowを用いた行列分解によるレコメンデーション（2020.12〜）  
    - トピックモデリングを活用したレコメンデーション（2021.03〜）  
    - ニューラルネットワークを活用したレコメンデーション（2021.06〜）  
- AWS SageMakerを用いた機械学習パイプラインの構築（10min）  
    - SageMakerを使用する以前に感じていた課題感  
    - SageMakerを活用するメリット・デメリット  
    - StepFunctions×SageMakerを用いた機械学習パイプラインの構築方法  
- まとめと今後の展望について（3min）  
",takapy,"コネヒト株式会社で機械学習エンジニアとして、機械学習基盤や機械学習モデル・APIの開発に従事。

趣味でデータ分析コンペに出場したり、nlplotという自然言語可視化ライブラリの開発をしています。機械学習をプロダクトに導入し、どうビジネスインパクトを出すかに興味があります。"
273396,Webアプリを並行開発する際のマイグレーション戦略,#pyconjp_3,10/15,17:00,6,Webアプリの開発中に起こる、マイグレーションの競合を避けるにはどうすればよいでしょうか？複数のブランチで同じテーブルのカラムを追加して使いたい場合や、DBスキーマの変更が競合する場合は、ブランチのマージ時に競合してしまい、解決に苦労することがあります。このトークでは、実際の開発現場で発生したいくつかの事例を元に、トラブルを避けるためのブランチ運用とリリース戦略について紹介します。,"データベースマイグレーション, デプロイ, ブランチマージ
","DBスキーマ変更を先行リリースし、マイグレーションの競合を避け、安全に並行開発を進める方法
",Intermediate,Web programming,Japanese,Japanese only,"Webアプリ開発とデータベースマイグレーションには密接な関係があり、Pythonでよく採用されるDjangoやSQLAlchemyには、DBのスキーマを変更するマイグレーション機能があります。一般的に、プログラムを実装するときはリポジトリでブランチを作りそれぞれのブランチで実装作業を進めます。Webアプリの開発でも同様ですが、各ブランチでDBスキーマを変更する場合には注意が必要です。例えば、複数のブランチで同じテーブルのカラムを追加して使いたい場合や、DBスキーマの変更が競合する場合は、ブランチのマージ時に競合してしまいます。多くの機能を並行開発したり、マージするまでの期間が長い場合には、このような競合が増えてしまいます。

このトークでは、Djangoを例に、データベースマイグレーションの仕組みから、実際の開発現場で発生したトラブルとその解決方法について紹介します。

アジェンダ

* データベースマイグレーション機能の紹介
* DBスキーマ変更が競合するシンプルな例
* 実際の開発現場で発生したトラブル事例
* DBスキーマ変更の先行リリース
* 新旧DBスキーマの並行運用
",shimizukawa,"株式会社ビープラウド所属。一般社団法人PyCon JP Association会計理事。2003年にZope2をきっかけにPythonを使い始め、その頃からオープンソース等のコミュニティー活動を始めた。Python mini Hack-a-thonやSphinx-users.jpなどPython関連イベント運営のかたわら、カンファレンスや書籍、OSS開発を通じてPython技術情報を発信している。

著書／訳書：『エキスパートPythonプログラミング 改訂3版（2021 アスキードワンゴ刊）』『自走プログラマー（2020年 技術評論社刊）』『Pythonプロフェッショナルプログラミング第3版（2018 秀和システム刊）』『独学プログラマー（2018 日経BP社刊）』『Sphinxをはじめよう第2版（2017 オライリー・ジャパン刊）』"
273842,Bokeh & Dash Cytoscape 〜 Pythonによるインタラクティブなネットワーク可視化ライブラリの比較,#pyconjp_4,10/15,17:00,6,SNSの友達関係や論文の引用関係など、世の中には何かと何かの「つながり」の構造がたくさん存在します。本発表では、このようなネットワーク構造のデータの可視化を行う上でのポイントと、Pythonでインタラクティブなネットワーク可視化が行えるライブラリとして、BokehおよびDash Cytoscapeの特徴を比較して紹介します。,"- Pythonの基本文法を知っていること
- pandas、Numpy、 Jupyter Notebookを触ったことがあること。または、どのようなことができるライブラリ・ツールか知っていること","- ネットワーク構造のデータを可視化する上でのポイント
- Pythonでインタラクティブなネットワーク可視化を行う上でのライブラリの選択肢
- BokehおよびDash Cytoscapeの特徴と、両ライブラリの基本的な使い方",Beginner,Visual / Game / Music,Japanese,Japanese only,"SNSの友達関係や論文の引用関係など、世の中には何かと何かの「つながり」の構造がたくさん存在します。このようなグラフ構造（ネットワーク構造）を可視化するライブラリやツールは各種ありますが、普段Python を使っている立場からすると、データ取得・前処理から可視化・公開まで、全ての工程をPythonで一気通貫できると嬉しいものです。

Pythonでグラフ構造のインタラクティブな可視化を実現する手段のひとつとして、これまでネットワーク解析のライブラリである「NetworkX」と可視化ライブラリ「Bokeh」を組み合わせる方法がありました。また、新たな選択肢として、複雑ネットワークのツールであるCytoscapeの機能がPythonで使える「Dash Cytoscape」が、2018年末にリリースされました。本発表では、グラフ構造のインタラクティブな可視化ツールの選定基準と、BokehおよびDash Cytoscapeの特徴の比較を紹介します。

▼ 内容（以下は、現時点で予定しているアウトラインです）
1. 導入 
2. ネットワーク可視化とは
3. ネットワーク可視化の基本
    - ネットワーク構造
    - スタイル
    - ノードの位置
4. Pythonによるネットワーク可視化の選択肢
5. Bokeh
6. Dash Cytoscape
7. Bokeh & Dash Cytoscapeの特徴比較 概要
8. Bokeh & Dash Cytosacpeの特徴比較 詳細
    - ネットワーク構造
    - スタイル
    - ノードの位置
    - その他
9. まとめ",Tomoko Furuki (@komo_fr),大学では知能情報メディアを専攻し、就職後はメーカーにてソフトウエア開発とPythonによるデータ活用のPoCや機械学習の取り組みを経験。科学技術計算分野へのPythonの活用に関心があり、現在は民間の会社でPythonを使ったデータ解析を、大学では研究のためのソフトウエア開発に従事。
272415,Python x DDD!! - Python で学ぶ実践的なドメイン駆動開発とレイヤード・アーキテクチャ,#pyconjp_5,10/15,17:00,6,ドメイン駆動開発（DDD）やクリーンアーキテクチャといった話題は定期的に盛り上がりを見せますが、Pythonにおける実践的な解説はいまだ多くありません。このセッションでは、分かりやすく具体的なコード例を織り交ぜながら、これらについて解説を行います。聴衆は、他の言語の仕様や実例と比較したうえで、フラットな目線で Python で DDD に取り組むことの良い点と課題点を見つけることができるでしょう。,"・Python のクラスに関する知識
・オブジェクト指向の知識
・なんらかのレイヤードアーキテクチャの初歩的な知識（名前を聞いたことがある、程度）
・サーバーサイドWebアプリケーションの開発基礎知識","オーディエンスは、次のナレッジを持ち帰ることができます。

・Pythonでレイヤード・アーキテクチャ（オニオン・アーキテクチャ）を採用して開発を進めるうえでの前提となる知識
・ドメイン駆動開発およびレイヤードアーキテクチャに取り組むうえでの、Python と他言語（Go や Dart）の比較や留意事項など
・Python でレイヤードアーキテクチャを実践するためのプラクティス
・SQLAlchemy などの O/R Mapper ライブラリとリポジトリパターンを組み合わせるメリット
・Python で Unit of Work パターンを実践するためのアイデア
・ユニットテストからみたレイヤード・アーキテクチャ",Advanced,Python core and around,Japanese,Both,"このセッションでは、Pythonで実装するWebアプリケーションを題材に、ドメイン駆動開発やレイヤード・アーキテクチャのプラクティスに触れながら、Pythonでこれらに取り組むことのメリットやデメリットについて解説します。

【トーク構成】
1. OOPとしてのPythonひとめぐり - ポリモーフィズムとPython
2. ドメイン駆動開発の構成要素とPythonにおける実装例
3. ユースケース駆動開発
4. オニオン・アーキテクチャの構成要素とPythonにおける実装例
5. リポジトリパターン 〜 SQLAlchemyとの共存
6. RESTFul APIにおけるCQRS, UoW パターンの実践
7. 他の言語との比較、Pythonで取り組む意味
",iktakahiro,"ITベンチャー数社を経て、2015年に東証マザーズへのIPOを経験後、起業。紆余曲折を経て 2019年に株式会社Hakali へ取締役CTOとして参画。「心の健康を支えるデジタル・メンタル・プラットフォームを実現する」をミッションに、「Awarefy」事業の立ち上げに従事。Python、Go、Dart、TypeScript が好き。

著書に、『改訂版 Pythonユーザのための Jupyter[実践]入門 (2020年, 技術評論社)』、『これからはじめる SQL 入門 (2018年, 技術評論社)』などがある。"
07387464-9c0b-4de1-8905-03d4f09196d6,Lightning talks,#pyconjp,10/15,18:15,7,,,,,,,,,,
493be128-8d63-4437-8aa5-3ec2223f6d30,Closing (Day 1),#pyconjp,10/15,18:45,8,,,,,,,,,,
21175b25-cd82-4ca8-8180-156b60188ca5,Venue open / 開場,#pyconjp,10/16,09:30,1,,,,,,,,,,
9df66830-f7c7-4a48-b7eb-57d6377d4e8c,Opening (Day 2),#pyconjp,10/16,10:00,2,,,,,,,,,,
58cd1fc5-7292-4e5e-b313-b868625692d0,Keynote: Mr. Brandt Bucher,#pyconjp,10/16,10:30,3,,,,,,,,,,
269506,Pythonによるアクセスログ解析入門,#pyconjp_1 (15th: onsite),10/16,11:40,4,"本講演では、Webサービスのアクセスログを題材に、Pythonを用いた実装も含めたデータ解析の技法や数々の応用事例を紹介します。具体的には、講師が所属する日本経済新聞社の事例を題材に、記事の閲覧数の集計や推薦を扱います。他社事例として、講師が上位に入った国際的な機械学習コンペティションの話題も取り上げ、国内外でのアクセスログ解析の一端を紹介します。
","参加者には、Pythonの基礎的な文法を理解している程度の知識を要求します。pandasや機械学習など個別の話題については、概要やライブラリの使い方を具体的に解説する予定です。
","- アクセスログ解析の概要
- pandasの概要・便利な機能
- 日本の事業会社における活用事例
- 国際的な活用事例
",Intermediate,Machine learning,Japanese,Japanese only,"Internet of things（IoT）・デジタルトランスフォーメーション（DX）などの流行語と共に、さまざまな業界でデータの蓄積・利活用が進んでいます。身近なところでは、日々利用するさまざまなアプリケーションで利用履歴がアクセスログとして記録され、個人の嗜好に合わせたコンテンツの表示など、ユーザ体験の向上に繋がっています。

本講演では、このようなアクセスログを題材に、Pythonを用いた解析・推薦の技術を紹介します。本講演の講師は10年近くにわたり報道機関に所属し、ここ数年はニュース記事を用いたアクセスログ解析の業務に携わってきました。本講演では、アクセスログ解析の技法や考え方について、業務の中で頻繁に利用するPythonのライブラリによる具体的な実装と合わせて解説します。

構成とタイムラインは以下のとおりです。導入では、アクセスログ解析の概要を解説します。その後、講師が所属する日本経済新聞社の事例として記事閲覧数や記事推薦の話題を取り上げます。ここでは、著名なPythonのライブラリであるpandasの概要や便利な機能を紹介しつつ、具体的な機械学習のプロジェクトも紹介します。最後に他社の事例として、講師が参加して上位に入った国際的な機械学習コンペティションでの事例を取り上げます。講演全体を通じて、アクセスログ解析の基礎やさまざまな応用例に触れていただく機会になります。

- 発表の概要・目次
- 自己紹介
- 新聞社でのアクセスログ解析
- 日本経済新聞社での活用事例1：記事閲覧数の集計
- 日本経済新聞社での活用事例2：記事推薦
- 機械学習コンペティション
- まとめ
",石原 祥太郎,日本経済新聞社の研究開発部署「日経イノベーション・ラボ」で、上級研究員としてデータ分析・サービス開発に従事。社外活動として国内外の機械学習コンテストで入賞経験を持つ。入門書『PythonではじめるKaggleスタートブック』（講談社、石原祥太郎／村田秀樹・著）の執筆や、勉強会の主催・登壇など、積極的な情報発信にも努めている。2020年、国際ニュースメディア協会より「30 Under 30 Awards and Grand Prize」を受賞。
270686,実践Streamlit & Flask - AIプロジェクトのプロトタイピングから本番運用までをいい感じにするPythonicなやりかた,#pyconjp_2,10/16,11:40,4,"AIプロジェクトにおいて, Webアプリケーションを開発し, 本サービスとして構築・運用するために何が必要で何が大切か?

というテーマでお話します。

・Streamlitによるプロトタイプ開発とPoC検証
・Flask/FastAPIを使ったWebアプリケーション開発
・GCPを使ったホスティングと高トラフィック対策

こちらを「AIワクチン接種予測」という実際のサービス事例および, サンプルのアプリケーションを元に紹介します。","【必須】
・Pythonを使ったWebアプリケーション開発の経験（Frameworkは問わず）
・Webアプリケーションをクラウド上で構築・運用をしたことがある（AWS, GCP, Azure等, なんでも結構です）

【あると望ましい】
・AWS Lambda, Google Cloud Functionsなど, 関数ベースのサーバレスなサービスでWebアプリ開発経験がある
・FastAPI, FlaskでのWebアプリケーション開発
・フロントエンドアプリ開発（React, Vue.js, Angular何でもOK）","・機械学習プロジェクトなど, データサイエンティストが作ったプロトタイプを本番サービスとしてローンチするためのノウハウ・勘所
・Webサイトの高トラフィック対策. 特にクラウド上でWebサービスを運用する際にやったほうがいい・気をつけるべきこと
・FlaskやFastAPIといった軽量Frameworkを使うときのパッケージ構成の考え方
・Webアプリケーション開発するエンジニアと, 機械学習エンジニアおよびプロダクトオーナーが円滑にコミュニケーションを進める方法",Intermediate,Web programming,Japanese,Japanese only,"クラウドサービスの発展・発達ですぐにでもWebサービス立ち上げができたり, ちょっとした機械学習もクラウドサービスでいい感じに出来るようになった昨今。
スタートアップのサービス立ち上げ, 大企業の新規事業やDXなプロジェクトといった「AI・データサイエンスでいい感じなプロダクトが欲しい」という機会が増えた気がします。

例えばJX通信社では, 2021年2月に「AIワクチン接種予測」というプロダクトをリリースしました。
こちらのプロジェクトは限られた期間で「AI・データサイエンスでいい感じにしてくれ」といった比較的難易度が高いオーダーではじまったのですが,

・データサイエンティスト向けのWeb Framework「Streamlit」で概念実証（PoC）
・Flask, FastAPIといった軽量Frameworkを活用し本プロダクト開発・運用
・Google App Engine（GAE）, Cloud Runを全力で活用したサーバレスな運用

といった技術スタック・思想でこの難関なプロジェクトを乗り切りました。

このトークでは,

・データサイエンティストがStreamlitでプロトタイプを作りながらPoCを上手く回す方法
・PoCから本サービス開発の移行でFlask/FastAPIを使ったサービス開発の勘所
・GAEやCloud Runといったサーバレス（自分でサーバーの面倒を見ない）なサービスを活用した運用のノウハウ

というストーリーを元に,

・データサイエンティストがやるべきWebアプリケーション開発
・パッケージ構成やテスト, CIを如何にいい感じにやるか?
・クラウドサービスを駆使してTV出演（TV砲）などで突然の高トラフィック対策を求められる際にいい感じにやる方法

といった, 「クラウド・AI全盛期の今どきなWebアプリケーション・サービス開発」をPython使いの視点でご紹介します。

【Outline（予定）】

・自己紹介
・Streamlitを使った爆速プロトタイピング
　- プロトタイプすなわち動くアプリケーション
　- ひとまずStreamlitで作る&共有する
　- 本プロダクト開発を意識したアプリケーション構成とテスト
・Flaskでバックエンドを作る
　- FastAPIとFlaskの使い分け?
　- Streamlitプロトタイプからの移植
・Google App EngineとCloud Runでの本番運用
　- TV砲に耐えるための技術
・小ネタ - 動的なアイキャッチ画像生成をFastAPIで実現する
・まとめ - クラウド&サーバレス時代のアプリケーションの作り方",shinyorke,"サーバーサイドおよびデータサイエンス, DX関係の色々なエンジニアリングとマネジメントを生業とするシニアエンジニア.
個人としては「野生の野球データサイエンティスト」として野球データの分析や考察をブログ・登壇で発表しており, Python使いな人たちから「野球の人」と呼ばれている."
271453,他人が書いたコードのリファレンスをSphinxで作る方法,#pyconjp_3,10/16,11:40,4,"他人が書いたコードを保守する羽目になったら、あなたはどうしますか？コードにはところどころコメントは入っていますがdocstringはついていません。そのうえ書いた本人は退職してしまい、引き継ぎで受け取った設計書には大したことは書いてありません。
このトークでは、実体験をベースにして、データ分析スクリプト群のリファレンスをSphinxで手軽に作り、更新していく流れを共有します。",Pythonのモジュール、クラス、関数という概念をうっすらでもよいので知っていること。他人が書いたコードを読むのに苦労したことがあれば、より理解しやすいと思います。,コードを書くのにいちいちドキュメントを作るのが面倒くさいと思っている人に、docstringを書いておくだけで十分使えるリファレンスが簡単に作れること、その後のコード修正の際も簡単にリファレンスが更新できることを実感いただけます。,Intermediate,Python core and around,Japanese,Japanese only,"データ分析系のコードは、試行錯誤を重ねるのが普通ということもあり、あまりドキュメントが整備されていないことが多い。コードを書いた本人が自分向けにコメントをつけていればまだよいほうで、ときにはコメントすらもほとんどないコードもよく見かける。

ところが試行錯誤の結果「これいいね」となると、そのコードがそのまま通常業務に組み込まれてしまい、コードを書いた本人以外のメンバーも利用する状態になることがある。そうするとそのコードは使い捨てのものから保守対象に変化する。

本人が在籍しているうちは本人に保守させればよいのだが、別の組織に異動してしまったり、場合によっては退職してしまうと、ドキュメントのない不思議なコードだけが保守対象として残ってしまう。

せめてクラスや関数のリファレンスがあれば何とか保守を引き継げそうなものだが、当然それもない。
「簡単な設計書つけておきました〜」などと引き継ぎのときに言われても信じてはいけない。往々にしてそれは本当に簡単なもので、役に立たないからだ。

本発表では、そういう状況で残されたドキュメントのないコード（複数モジュール）を読みこなして適切にdocstringを追記し、Sphinxを活用してクラスと関数のリファレンスを作成した実体験に基づき、いかにパワーをかけずに必要最低限のドキュメントを作成・維持していくかについて共有する。

紹介するのはデータ分析スクリプトだが、他の目的で作成されたスクリプトであっても同様の状況は起こりうる。このような苦労を招かないよう、普段からdocstringを記述することを啓蒙したい。

構成とタイムラインは下記を想定している。

1. 自己紹介、課題意識の共有（3分）
2. 元となるコードの概要紹介（3分）
3. docstringをつけていく（7分）
4. Sphinxの設定とリファレンスの作成（7分）
5. 陳腐化させない工夫（5分）
6. まとめ・提言（3分）

バッファ2分


",Takeshi Sugiyama,Using Python since 2014
273834,ＭＶＣアーキテクチャを Dash で理解する,#pyconjp_4,10/16,11:40,4,"ＭＶＣアーキテクチャ は、インタラクティブなWebアプリケーションを実装する際のフレームワークの一種です。

このトークでは、インタラクティブなWebアプリを作成できるWebフレームワーク Dash を例に ＭＶＣアーキテクチャ を理解していただくと同時に、Dash や Streamlit などの仕組みも理解できます。

みなさん、自分のアイデアをWebアプリにしてみませんか。",特になし,"・ＭＶＣアーキテクチャを理解できる。
・DashでインタラクティブなWebアプリの仕組みを理解できる。
・Streamlitの特異な仕組みも理解できる。
・今回紹介するWebアプリで、DashでWebアプリを容易に作成できる。",Beginner,Web programming,Japanese,Japanese only,"ＭＶＣアーキテクチャは、インタラクティブなWebアプリケーションを実装する際のフレームワークの一種です。
一方、Dash は、インタラクティブなWebアプリが作成できるPython の Webフレームワークです。
このトークでは、Webフレームワーク Dash のコードや具体的な動きを見て、ＭＶＣアーキテクチャを解説します。

ＭＶＣアーキテクチャというメタ知識を理解することは、Dash をはじめ、他のインタラクティブなWebフレームワークを習得する一助になると私は考えます。
その一例として、最近話題の Streamlit についてもＭＶＣアーキテクチャの観点から、その独特な仕組みについて解説します。

最後に、Dash を習得する際に初心者が手間取りそうな問題点を説明し、その問題点の克服するWebアプリをDashで作成しましたので紹介します。

構成とタイムラインは以下のとおりです。

- 導入（5min）
　- 自己紹介
　- ＭＶＣアーキテクチャとは
　- Dashの紹介
- MVCアーキテクチャをDashで理解する（10min）
　- View
　- Model
　- Controller
- Streamlit について（3min）
　- ＭＶＣアーキテクチャで理解する
- 自作アプリの紹介（7min）
　- 初心者が感じる問題点
　- デモンストレーション
- まとめ（1min）",malo21st,今年７月末にサラリーマン生活を早期リタイアして、Pythonアルバイターやってます。（お仕事ください）
272378,Better Python Testing With Nimoy,#pyconjp_5,10/16,11:40,4,"I've created Nimoy - a Python DSL which makes testing fun again. In this session I will show how Nimoy combines the power of DSLs and Domain Driven Testing, to help you test better",Audience should be familiar with current Python testing techniques,"The audience will learn about the power of DSLs and Domain Driven Testing, through examples of how to test with Nimoy",Intermediate,Python core and around,English,English only,"Python has a super rich and active ecosystem, and py.test is great, but I believe we can do even better.
This is why I've developed a new testing framework and DSL named ""Nimoy"".
Heavily inspired by the Spock testing framework, the framework introduces a DSL that improves Python testing and challenges Pythonic idioms.
Using Nimoy, I set out to make Python testing beautiful, expressive, pragmatic and fun.",Noam Tenne,"A hacker-hearted software engineer and DevOps Cowboy. Has been working on both cloud based and on-premise platforms, gaining much experience in building scalable, mission critical web applications and microservices. Now wreaking havoc at Healthy.io
"
58138112-6984-4510-845a-d4b244eb481a,ランチタイムセッション,#pyconjp,10/16,12:40,5,,,,,,,,Day2ランチタイムにスポンサーによるスペシャルなセッションを開催します。ここでしか聞けないような話題が盛りだくさんです。ランチを食べながら是非お聞きください。,,
